"","dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","crm_cd_2","location","lat","lon","mocodes","cross_street","weapon_used_cd","weapon_desc","crm_cd_3","crm_cd_4"
"513","200817762","2020-12-20T00:00:00.000","2020-12-19T00:00:00.000","1430","08","West LA","0882","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","49","F","O","101","STREET","IC","Invest Cont","331",NA,"11400    MISSISSIPPI                  AV","34.0379","-118.4453","0344 1822 0385 1309 1602 1420",NA,NA,NA,NA,NA
"514","200308567","2020-03-14T00:00:00.000","2020-03-14T00:00:00.000","2250","03","Southwest","0375","2","624","BATTERY - SIMPLE ASSAULT","28","F","H","222","LAUNDROMAT","IC","Invest Cont","624",NA,"3800 S  WESTERN                      AV","34.0146","-118.313","1822 0416 0446 0419",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"515","200119622","2020-10-17T00:00:00.000","2020-09-07T00:00:00.000","1200","01","Central","0182","1","330","BURGLARY FROM VEHICLE","23","M","W","707","GARAGE/CARPORT","IC","Invest Cont","330",NA,"1000 S  FLOWER                       ST","34.0438","-118.2634","1606 0344 1822 1300",NA,NA,NA,NA,NA
"516","200211437","2020-06-14T00:00:00.000","2020-06-03T00:00:00.000","0001","02","Rampart","0249","2","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","0","M","O","101","STREET","IC","Invest Cont","668",NA,"600    ST PAUL                      AV","34.0535","-118.2609","0344 0348 1817",NA,NA,NA,NA,NA
"517","200415682","2020-12-06T00:00:00.000","2020-12-06T00:00:00.000","2130","04","Hollenbeck","0407","2","900","VIOLATION OF COURT ORDER","67","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","900",NA,"3900    MONTEREY                     RD","34.0918","-118.1887","2038 0913 0562 2004",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"518","200904935","2020-01-23T00:00:00.000","2020-01-18T00:00:00.000","1450","09","Van Nuys","0914","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","30","F","H","119","PORCH, RESIDENTIAL","IC","Invest Cont","440",NA,"15100    SHERMAN                      WY","34.2012","-118.4618","0394 0344",NA,NA,NA,NA,NA
"519","200518024","2020-12-20T00:00:00.000","2020-12-20T00:00:00.000","1630","05","Harbor","0517","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","33","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","626",NA,"1000    BROAD                        AV","33.783","-118.261","0913 0444 1813 2000 2002",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"520","201209427","2020-03-19T00:00:00.000","2020-03-18T00:00:00.000","1300","12","77th Street","1208","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","26","F","H","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","745",NA,"600 W  49TH                         ST","33.9988","-118.2842","1300 0329 1822",NA,NA,NA,NA,NA
"521","200411004","2020-07-21T00:00:00.000","2020-07-18T00:00:00.000","1900","04","Hollenbeck","0443","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","56","M","H","101","STREET","IC","Invest Cont","230",NA,"CESAR E CHAVEZ               AV","34.0609","-118.2052","1218 0447 0334 1822","SOTO                         ST","306","ROCK/THROWN OBJECT",NA,NA
"522","200913246","2020-08-08T00:00:00.000","2020-08-07T00:00:00.000","1900","09","Van Nuys","0905","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","19","M","H","108","PARKING LOT","AA","Adult Arrest","230","998","VAN NUYS","34.2012","-118.4487","0416 0446 0408 1822 1402 0411","SHERMAN                      WY","207","OTHER KNIFE",NA,NA
"523","200705401","2020-01-30T00:00:00.000","2020-01-27T00:00:00.000","1800","07","Wilshire","0787","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","22","M","B","101","STREET","IC","Invest Cont","440",NA,"2300    CRENSHAW                     BL","34.0375","-118.335","0344",NA,NA,NA,NA,NA
"524","201214563","2020-06-12T00:00:00.000","2020-06-12T00:00:00.000","0800","12","77th Street","1268","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0","X","X","402","MARKET","IC","Invest Cont","341",NA,"8200 S  SAN PEDRO                    ST","33.964","-118.2739","0344 1822 1309 0342",NA,NA,NA,NA,NA
"525","200213814","2020-08-17T00:00:00.000","2020-08-16T00:00:00.000","1900","02","Rampart","0266","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","85","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","740",NA,"800 S  UNION                        AV","34.0531","-118.2738","0329 0603 0913 0311 2004 1202",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"526","200100882","2020-07-07T00:00:00.000","2020-07-07T00:00:00.000","2020","01","Central","0174","1","330","BURGLARY FROM VEHICLE","0","X","X","203","OTHER BUSINESS","AA","Adult Arrest","330","998","8TH","34.0419","-118.2523","0344 2004 1822 0321 1402 1605 1414","LOS ANGELES",NA,NA,NA,NA
"527","201009466","2020-05-28T00:00:00.000","2020-05-01T00:00:00.000","1200","10","West Valley","1047","2","649","DOCUMENT FORGERY / STOLEN FELONY","33","F","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","649",NA,"5600    WHITE OAK                    AV","34.1723","-118.5185","0923 1822",NA,NA,NA,NA,NA
"528","200614849","2020-09-02T00:00:00.000","2020-09-02T00:00:00.000","2000","06","Hollywood","0667","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","21","F","H","101","STREET","IC","Invest Cont","230",NA,"SUNSET","34.0981","-118.3158","1218 0416 1822","VAN NESS","106","UNKNOWN FIREARM",NA,NA
"529","200613294","2020-07-31T00:00:00.000","2020-07-30T00:00:00.000","1915","06","Hollywood","0636","1","761","BRANDISH WEAPON","27","M","B","102","SIDEWALK","AO","Adult Other","761",NA,"HOLLYWOOD                    BL","34.1016","-118.3333","0334 1822","WHITLEY                      AV","102","HAND GUN",NA,NA
"530","200210888","2020-06-02T00:00:00.000","2020-05-28T00:00:00.000","0900","02","Rampart","0248","2","664","BUNCO, PETTY THEFT","28","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","664",NA,"400    WITMER                       ST","34.0576","-118.2644","1822 0800 0701 1900",NA,NA,NA,NA,NA
"531","200122480","2020-12-17T00:00:00.000","2020-12-17T00:00:00.000","1815","01","Central","0185","1","330","BURGLARY FROM VEHICLE","23","M","W","108","PARKING LOT","IC","Invest Cont","330",NA,"900 S  BROADWAY","34.0419","-118.2564","1307 0344 0329 1609 1822 1403",NA,NA,NA,NA,NA
"532","200811623","2020-07-08T00:00:00.000","2020-07-07T00:00:00.000","2000","08","West LA","0823","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"15200    EARLHAM                      ST","34.0364","-118.5254",NA,NA,NA,NA,NA,NA
"533","200120187","2020-10-28T00:00:00.000","2020-10-27T00:00:00.000","1700","01","Central","0162","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","67","M","W","102","SIDEWALK","IC","Invest Cont","341",NA,"7TH","34.0473","-118.2566","0344 1202 1822 0352 0346 0305","GRAND",NA,NA,NA,NA
"534","200911999","2020-07-05T00:00:00.000","2020-07-04T00:00:00.000","2330","09","Van Nuys","0916","2","900","VIOLATION OF COURT ORDER","57","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","900",NA,"7000    COSTELLO                     AV","34.1976","-118.4378","0913 2038",NA,NA,NA,NA,NA
"535","200211831","2020-06-26T00:00:00.000","2020-06-26T00:00:00.000","1800","02","Rampart","0279","2","624","BATTERY - SIMPLE ASSAULT","54","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","624",NA,"900 S  ALBANY                       ST","34.0492","-118.2702","0603 0416 0446 0319 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"536","201112727","2020-08-21T00:00:00.000","2020-08-21T00:00:00.000","0050","11","Northeast","1189","2","900","VIOLATION OF COURT ORDER","77","F","H","501","SINGLE FAMILY DWELLING","AO","Adult Other","900",NA,"3400    MARMION                      WY","34.0864","-118.2155","2038 0913 0360 1202",NA,NA,NA,NA,NA
"537","201105588","2020-02-06T00:00:00.000","2020-02-05T00:00:00.000","1500","11","Northeast","1172","1","310","BURGLARY","77","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","310",NA,"2300    DUANE                        ST","34.0911","-118.2619","0321 0344 1607",NA,NA,NA,NA,NA
"538","200711696","2020-07-14T00:00:00.000","2020-07-14T00:00:00.000","1235","07","Wilshire","0705","2","624","BATTERY - SIMPLE ASSAULT","44","M","W","102","SIDEWALK","IC","Invest Cont","624",NA,"FORMOSA                      AV","34.0889","-118.3462","0400 0416 1309 1218","ROMAINE","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"539","200518007","2020-12-20T00:00:00.000","2020-12-19T00:00:00.000","2200","05","Harbor","0562","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1200 W  9TH                          ST","33.7361","-118.3039",NA,NA,NA,NA,NA,NA
"540","200411203","2020-07-27T00:00:00.000","2020-07-26T00:00:00.000","2355","04","Hollenbeck","0489","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"2700    WYNWOOD                      LN","34.0264","-118.2171",NA,NA,NA,NA,NA,NA
"541","200808108","2020-04-06T00:00:00.000","2020-04-06T00:00:00.000","0001","08","West LA","0835","1","480","BIKE - STOLEN","35","M","K","101","STREET","IC","Invest Cont","480",NA,"CAMDEN                       AV","34.0481","-118.4421","0344 0346","SANTA MONICA                 BL",NA,NA,NA,NA
"542","200109311","2020-03-17T00:00:00.000","2020-03-17T00:00:00.000","0445","01","Central","0111","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","26","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","230",NA,"500 N  FIGUEROA                     ST","34.0617","-118.2469","0302 1820 0334 0913",NA,"102","HAND GUN",NA,NA
"543","201011299","2020-07-23T00:00:00.000","2020-07-23T00:00:00.000","0930","10","West Valley","1041","2","900","VIOLATION OF COURT ORDER","70","F","W","501","SINGLE FAMILY DWELLING","AO","Adult Other","900",NA,"5900    JULIAN                       LN","34.1776","-118.5541","0913 2021 1202 2038 0555",NA,NA,NA,NA,NA
"544","200320956","2020-11-27T00:00:00.000","2020-11-25T00:00:00.000","0800","03","Southwest","0308","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"22ND                         ST","34.0357","-118.2829",NA,"UNION                        AV",NA,NA,NA,NA
"545","200714797","2020-10-11T00:00:00.000","2020-10-11T00:00:00.000","1140","07","Wilshire","0711","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","80","F","W","101","STREET","IC","Invest Cont","745",NA,"300 N  ALFRED                       ST","34.0761","-118.3753","0329",NA,NA,NA,NA,NA
"546","200905915","2020-02-11T00:00:00.000","2020-02-10T00:00:00.000","1700","09","Van Nuys","0904","1","330","BURGLARY FROM VEHICLE","29","M","H","101","STREET","IC","Invest Cont","330",NA,"14600    SATICOY                      ST","34.2084","-118.4599","1302 1307",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"547","200913093","2020-08-04T00:00:00.000","2020-07-28T00:00:00.000","0800","09","Van Nuys","0914","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"101","STREET","IC","Invest Cont","420",NA,"14900    VANOWEN                      ST","34.1976","-118.4574",NA,NA,NA,NA,NA,NA
"548","200706789","2020-02-24T00:00:00.000","2020-01-24T00:00:00.000","0001","07","Wilshire","0753","2","354","THEFT OF IDENTITY","30","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"1000 S  OGDEN                        DR","34.0574","-118.3619","0930 1822",NA,NA,NA,NA,NA
"549","200814291","2020-09-20T00:00:00.000","2020-09-20T00:00:00.000","0130","08","West LA","0802","2","624","BATTERY - SIMPLE ASSAULT","25","F","W","501","SINGLE FAMILY DWELLING","AO","Adult Other","624",NA,"1300    MARINETTE                    RD","34.054","-118.5191","0400 0401 0446",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"550","201206297","2020-02-02T00:00:00.000","2020-01-31T00:00:00.000","2000","12","77th Street","1259","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"7600 S  CENTRAL                      AV","33.9711","-118.2629",NA,NA,NA,NA,NA,NA
"551","200507569","2020-03-24T00:00:00.000","2020-03-17T00:00:00.000","2200","05","Harbor","0524","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","34","M","H","102","SIDEWALK","IC","Invest Cont","930",NA,"700    KING                         AV","33.7778","-118.2753","1822 0906 0446 0342 0416 0417 0421 1218",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"552","200517068","2020-11-23T00:00:00.000","2020-11-23T00:00:00.000","1100","05","Harbor","0526","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","60","F","H","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","740",NA,"ANAHEIM","33.7798","-118.2651","0329 1202 1300","FRIES",NA,NA,NA,NA
"553","201115225","2020-10-29T00:00:00.000","2020-10-29T00:00:00.000","0530","11","Northeast","1177","1","510","VEHICLE - STOLEN","0",NA,NA,"108","PARKING LOT","IC","Invest Cont","510",NA,"2200 N  FIGUEROA                     ST","34.0884","-118.2258",NA,NA,NA,NA,NA,NA
"554","201206986","2020-02-11T00:00:00.000","2020-02-11T00:00:00.000","0010","12","77th Street","1257","1","210","ROBBERY","28","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","210",NA,"400 W  79TH                         ST","33.9693","-118.285","1822 0344 0342",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"555","200912584","2020-07-20T00:00:00.000","2020-07-20T00:00:00.000","1445","09","Van Nuys","0935","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","46","M","W","101","STREET","IC","Invest Cont","230",NA,"VICTORY                      BL","34.1867","-118.4443","1300 0447 2004 1310 1822","TYRONE","212","BOTTLE",NA,NA
"556","200517191","2020-11-28T00:00:00.000","2020-11-28T00:00:00.000","1500","05","Harbor","0511","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","34","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","815",NA,"1600    256TH                        ST","33.7915","-118.3043","0503 0515 0556 0522 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"557","200508143","2020-04-11T00:00:00.000","2020-04-10T00:00:00.000","2000","05","Harbor","0566","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"200 W  12TH                         ST","33.7333","-118.2814",NA,NA,NA,NA,NA,NA
"558","200304718","2020-01-13T00:00:00.000","2020-01-12T00:00:00.000","0400","03","Southwest","0312","1","121","RAPE, FORCIBLE","19","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","121",NA,"ALSACE                       AV","34.0325","-118.3557","0913 0510 1415 1206","N  ADAMS                        BL","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"559","200616545","2020-10-09T00:00:00.000","2020-10-09T00:00:00.000","0500","06","Hollywood","0647","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","20","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","440",NA,"1500 N  BRONSON                      AV","34.098","-118.318","0344 0913",NA,NA,NA,NA,NA
"560","201112958","2020-08-27T00:00:00.000","2020-08-22T00:00:00.000","1600","11","Northeast","1151","1","210","ROBBERY","61","M","H","101","STREET","IC","Invest Cont","210",NA,"4800 W  HOLLYWOOD                    BL","34.1018","-118.2953","0400 0416 0344 2034",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"561","200508041","2020-04-08T00:00:00.000","2020-04-08T00:00:00.000","0345","05","Harbor","0563","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","38","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","626",NA,"700 W  17TH                         ST","33.7288","-118.2929","0432 0913 1813 2000 0356 0416",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"562","200506941","2020-03-09T00:00:00.000","2020-03-08T00:00:00.000","1800","05","Harbor","0569","1","510","VEHICLE - STOLEN","0",NA,NA,"108","PARKING LOT","IC","Invest Cont","510",NA,"2700    MINER                        ST","33.721","-118.2764",NA,NA,NA,NA,NA,NA
"563","201304825","2020-01-15T00:00:00.000","2020-01-04T00:00:00.000","1200","13","Newton","1311","1","510","VEHICLE - STOLEN","0",NA,NA,"208","AUTO SALES LOT","IC","Invest Cont","510",NA,"2000 S  FIGUEROA                     ST","34.0335","-118.2737",NA,NA,NA,NA,NA,NA
"564","200405424","2020-02-06T00:00:00.000","2020-02-04T00:00:00.000","1400","04","Hollenbeck","0402","1","310","BURGLARY","0","M","W","725","GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)","IC","Invest Cont","310",NA,"6700    MARMION                      WY","34.0923","-118.1978","0344 0329",NA,NA,NA,NA,NA
"565","200512756","2020-08-07T00:00:00.000","2020-08-07T00:00:00.000","1935","05","Harbor","0503","2","624","BATTERY - SIMPLE ASSAULT","63","M","H","301","GAS STATION","IC","Invest Cont","624",NA,"900 W  PACIFIC COAST                HY","33.7941","-118.29","1206 1309 1822 0429 0444 1202 1218",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"566","200716533","2020-11-30T00:00:00.000","2020-11-26T00:00:00.000","1130","07","Wilshire","0745","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","42","M","H","101","STREET","IC","Invest Cont","740",NA,"SAN VICENTE                  BL","34.0527","-118.3509","0329","COCHRAN                      AV",NA,NA,NA,NA
"567","200908411","2020-04-13T00:00:00.000","2020-04-13T00:00:00.000","1320","09","Van Nuys","0971","1","310","BURGLARY","63","F","B","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","310","998","14900    VENTURA                      BL","34.1564","-118.463","1606 0314 1402 2004",NA,NA,NA,NA,NA
"568","200407318","2020-03-27T00:00:00.000","2020-03-27T00:00:00.000","0315","04","Hollenbeck","0422","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","40","M","O","203","OTHER BUSINESS","IC","Invest Cont","740",NA,"2600 N  BROADWAY","34.0736","-118.2156","0329",NA,NA,NA,NA,NA
"569","200811367","2020-07-01T00:00:00.000","2020-07-01T00:00:00.000","1000","08","West LA","0828","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0","X","X","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","745",NA,"10500    WILSHIRE                     BL","34.0649","-118.4372","0329",NA,NA,NA,NA,NA
"570","200216757","2020-10-27T00:00:00.000","2020-10-21T00:00:00.000","0600","02","Rampart","0261","2","354","THEFT OF IDENTITY","56","M","K","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"700 S  CORONADO                     ST","34.0584","-118.2824","0100 0930 0928",NA,NA,NA,NA,NA
"571","201005802","2020-02-11T00:00:00.000","2020-02-10T00:00:00.000","1143","10","West Valley","1029","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","44","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","956",NA,"7000    WOODLEY                      AV","34.1976","-118.4837","1501",NA,NA,NA,NA,NA
"572","201306017","2020-02-06T00:00:00.000","2020-02-05T00:00:00.000","0930","13","Newton","1364","2","624","BATTERY - SIMPLE ASSAULT","18","M","H","101","STREET","IC","Invest Cont","624",NA,"CENTRAL                      AV","33.9967","-118.2565","0446","51ST                         ST","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"573","201214933","2020-06-18T00:00:00.000","2020-06-18T00:00:00.000","0100","12","77th Street","1255","1","210","ROBBERY","24","M","H","101","STREET","IC","Invest Cont","210",NA,"1300 W  78TH                         ST","33.9694","-118.2981","0344 0342 1822 0355 0908",NA,"102","HAND GUN",NA,NA
"574","200406517","2020-03-04T00:00:00.000","2020-03-04T00:00:00.000","1405","04","Hollenbeck","0491","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","47","F","H","108","PARKING LOT","IC","Invest Cont","740",NA,"2600 E  OLYMPIC                      BL","34.0253","-118.2224","0329 1300 1307",NA,NA,NA,NA,NA
"575","200410977","2020-07-20T00:00:00.000","2020-07-13T00:00:00.000","1330","04","Hollenbeck","0463","1","310","BURGLARY","0","M","W","704","ELEMENTARY SCHOOL","IC","Invest Cont","310",NA,"1900 E  2ND                          ST","34.045","-118.2165","0344 0329 1602",NA,NA,NA,NA,NA
"576","200710724","2020-06-19T00:00:00.000","2020-05-23T00:00:00.000","1330","07","Wilshire","0705","1","310","BURGLARY","54","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","310",NA,"600 N  ALTA VISTA                   BL","34.0819","-118.3474","0344 1606",NA,NA,NA,NA,NA
"577","200714668","2020-10-08T00:00:00.000","2020-10-06T00:00:00.000","1340","07","Wilshire","0745","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","33","F","B","720","JUNIOR HIGH SCHOOL","IC","Invest Cont","440",NA,"5200 W  OLYMPIC                      BL","34.0572","-118.3428","0344",NA,NA,NA,NA,NA
"578","200120169","2020-10-28T00:00:00.000","2020-10-27T00:00:00.000","1600","01","Central","0153","1","310","BURGLARY","32","M","W","118","CONSTRUCTION SITE","IC","Invest Cont","310",NA,"600 S  BROADWAY","34.0459","-118.2526","0344 0329 0397 1602 1607 1822 1414",NA,NA,NA,NA,NA
"579","200515535","2020-10-20T00:00:00.000","2020-10-20T00:00:00.000","1007","05","Harbor","0564","1","510","VEHICLE - STOLEN","0",NA,NA,"108","PARKING LOT","AA","Adult Arrest","510",NA,"200 W  6TH                          ST","33.7387","-118.2814",NA,NA,NA,NA,NA,NA
"580","201008887","2020-05-10T00:00:00.000","2020-05-05T00:00:00.000","2030","10","West Valley","1004","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","60","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","341",NA,"7700    RESEDA                       BL","34.2102","-118.5361","1822 0344 1202",NA,NA,NA,NA,NA
"581","201013600","2020-09-30T00:00:00.000","2020-09-28T00:00:00.000","1900","10","West Valley","1025","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","9","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","627",NA,"18300    VANOWEN                      ST","34.1975","-118.5273","0913 0553 0552 0400 0416 0417 1420",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"582","201111371","2020-07-13T00:00:00.000","2020-07-10T00:00:00.000","1420","11","Northeast","1148","2","888","TRESPASSING","0","X","X","203","OTHER BUSINESS","IC","Invest Cont","888",NA,"100 W  AVENUE 45","34.0959","-118.2073","1501 2021",NA,NA,NA,NA,NA
"583","200313942","2020-07-10T00:00:00.000","2020-07-09T00:00:00.000","1700","03","Southwest","0334","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"3200 W  36TH                         ST","34.0231","-118.3305",NA,NA,NA,NA,NA,NA
"584","200708167","2020-04-10T00:00:00.000","2020-04-09T00:00:00.000","1558","07","Wilshire","0722","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","30","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","440",NA,"6600 W  6TH                          ST","34.066","-118.3711","0394 0344 1822",NA,NA,NA,NA,NA
"585","200709574","2020-05-23T00:00:00.000","2020-05-23T00:00:00.000","1920","07","Wilshire","0732","1","210","ROBBERY","0","M","O","203","OTHER BUSINESS","AA","Adult Arrest","210",NA,"6100    WILSHIRE                     BL","34.0665","-118.3662","0945 0344 0421 2004",NA,"511","VERBAL THREAT",NA,NA
"586","200904337","2020-01-08T00:00:00.000","2020-01-07T00:00:00.000","2200","09","Van Nuys","0932","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","36","M","B","108","PARKING LOT","IC","Invest Cont","420",NA,"6200    LEMONA                       AV","34.1826","-118.4596","0344 1606",NA,NA,NA,NA,NA
"587","200609026","2020-04-13T00:00:00.000","2020-04-06T00:00:00.000","0200","06","Hollywood","0648","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","60","M","W","503","HOTEL","IC","Invest Cont","440",NA,"5400    HOLLYWOOD                    BL","34.1018","-118.3071","0344 1822",NA,NA,NA,NA,NA
"588","200205402","2020-01-17T00:00:00.000","2020-01-16T00:00:00.000","1600","02","Rampart","0261","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","65","M","H","108","PARKING LOT","IC","Invest Cont","331",NA,"2400    JAMES M WOOD                 BL","34.0567","-118.2815","1606 0344 0352 0377 1202",NA,NA,NA,NA,NA
"589","201209121","2020-03-14T00:00:00.000","2020-03-13T00:00:00.000","2100","12","77th Street","1267","1","330","BURGLARY FROM VEHICLE","22","M","B","101","STREET","IC","Invest Cont","330",NA,"900 W  85TH                         ST","33.9613","-118.2893","1307 1609 1822 0344 0329 1300",NA,NA,NA,NA,NA
"590","201215423","2020-06-26T00:00:00.000","2020-06-26T00:00:00.000","1000","12","77th Street","1215","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","21","F","B","518","TRANSITIONAL HOUSING/HALFWAY HOUSE","AA","Adult Arrest","626",NA,"1200 W  56TH                         ST","33.9915","-118.2959","2000 1823 1276 2047 0416 0338 0340 2038 0329 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"591","200804730","2020-01-17T00:00:00.000","2020-01-16T00:00:00.000","1900","08","West LA","0835","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","31","M","W","101","STREET","IC","Invest Cont","331",NA,"LA GRANGE","34.0472","-118.4333","0344 0385 1822","GLENDON",NA,NA,NA,NA
"592","200909717","2020-05-15T00:00:00.000","2020-05-12T00:00:00.000","1605","09","Van Nuys","0998","2","850","INDECENT EXPOSURE","26","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","850",NA,"13100    VALLEYHEART                  DR","34.1474","-118.4183","0529",NA,NA,NA,NA,NA
